surname,name,term,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,weights,wordcount
turia,tariana,48,0.0401318573,0.0258400255,0.0366915035,0.0153344004,0.0119484332,0.032652165,0.0554112649,0.0305202927,0.0191367594,0.0532248369,0.0245346568,0.0360361402,0.0352715182,0.126918271,0.0743222428,0.0516188258,0.0326991226,0.0216421366,0.0189560051,0.0262499531,0.0083077294,0.0369318553,0.0157858132,0.0165860968,0.0155487944,0.055994377,0.0120835054,0.0217431847,0.0199145935,0.0279636079,0.0022133393,100394
turner,judy,48,0.0358553308,0.0673542505,0.0354961473,0.0375961325,0.0136962909,0.0404581143,0.0539669778,0.0214948137,0.0172242733,0.1047590429,0.032331174,0.0148082031,0.0201393461,0.0176974347,0.038653223,0.0799516858,0.0219620971,0.0275506632,0.0242649498,0.0270149249,0.0150136938,0.0261332751,0.0409968939,0.0337354164,0.0156207952,0.0552656375,0.0147680268,0.0178859455,0.0173093033,0.0309959715,0.0023132981,104928
wagner,nicky,48,0.0276270039,0.0358770215,0.0557497537,0.0382042668,0.0224703475,0.0327325724,0.0760138152,0.035947733,0.0288740355,0.0417021951,0.0173331875,0.0227129715,0.0768980472,0.01102894,0.0584431605,0.0461963069,0.0319599691,0.0356352834,0.0396465896,0.0179940572,0.0223343085,0.0297382091,0.0336625453,0.03592436,0.0140296974,0.0186333571,0.0254583957,0.0231706069,0.0137514057,0.0302499788,0.0009577453,43442
wall,louisa,48,0.0267875252,0.0095413925,0.0226372782,0.012086292,0.0586921376,0.0101952371,0.0225109322,0.1002466708,0.0579846924,0.0284415245,0.0506570495,0.0100515502,0.0101530871,0.2384070055,0.106056794,0.019810303,0.0083510369,0.0076084304,0.0153246802,0.0105758126,0.0157722932,0.044019991,0.0127082182,0.009256009,0.0118656104,0.0174996783,0.0112211263,0.0124834917,0.0169022909,0.0221516519,0.0001695378,7690
wilkinson,kate,48,0.0140416403,0.0397313161,0.1432638592,0.0341111645,0.0176746967,0.0325195985,0.0683770461,0.0270562112,0.0148644799,0.0312588254,0.0164824399,0.0204681135,0.0110635872,0.0061274117,0.0283454759,0.0283834257,0.0590143002,0.0283506918,0.0205719135,0.0209327084,0.0122928744,0.0382477763,0.023678824,0.0683064085,0.0181853798,0.018910582,0.0135636888,0.0341897256,0.022631982,0.0873538708,0.0027725053,125757
williamson,maurice,48,0.0188888806,0.0306930878,0.0153297811,0.0159458537,0.0324954271,0.0285527033,0.0206353466,0.0772943951,0.0209382075,0.0144355938,0.0145901926,0.0125491292,0.0143698846,0.0051602378,0.027905427,0.0151681599,0.0237420769,0.0304502298,0.0246812775,0.0196562586,0.0130557181,0.0280623311,0.0946348858,0.0273303001,0.0457692827,0.0197216884,0.1932230659,0.0236449527,0.0730134998,0.0180621559,0.0020439557,92711
wilson,margaret,48,0.0173948122,0.0327755143,0.0584921105,0.0208614017,0.0154831542,0.0859102797,0.0481929548,0.0296359919,0.0614234954,0.0293725675,0.0288668863,0.0210121385,0.0161499944,0.0117280961,0.1104187643,0.037014437,0.0133475269,0.0109009088,0.0156232999,0.0097078032,0.0156660692,0.0265559583,0.0155713415,0.0159682616,0.127719808,0.0204936722,0.0132271749,0.0135159408,0.0590835631,0.0178858961,0.0004664825,21159
wong,pansy,48,0.0254933907,0.0661199605,0.0185468129,0.0651131905,0.0375170353,0.0388744538,0.0493309859,0.04519778,0.0314035304,0.0155582,0.0285110247,0.016335511,0.0137229357,0.006147034,0.027389256,0.0249756973,0.0222589207,0.0247376519,0.0273864038,0.0149550259,0.0141015199,0.0363441786,0.0441932226,0.0352698786,0.0354712741,0.0212787529,0.0362332808,0.0553520561,0.0584532968,0.0637277617,0.0017477386,79275
woolerton,r,48,0.0261749499,0.0383712162,0.0238450516,0.0366358902,0.0641604514,0.013929113,0.0178479012,0.0874879845,0.0237465517,0.0192484353,0.0125414048,0.1037960174,0.0156641962,0.0121690391,0.0415735963,0.0382821844,0.0138239473,0.0181874597,0.0138060071,0.0178615854,0.0126503948,0.0201441649,0.0946014996,0.021173687,0.0615213604,0.0126450347,0.0213199493,0.0652190443,0.0340177975,0.0175540214,0.0023791293,107914
worth,richard,48,0.0350561909,0.0501981755,0.1789620142,0.0229525424,0.0165667221,0.03191442,0.0800183028,0.0232101592,0.0213556722,0.01166596,0.0205950091,0.0203103761,0.0113744165,0.0075862268,0.0321879855,0.0623366413,0.0333556264,0.0167164787,0.0194548721,0.0155385865,0.0145926234,0.0291380502,0.0183686405,0.0820348063,0.0271158176,0.0167426012,0.0141822477,0.0480121239,0.0233825029,0.0150741861,0.0025741748,116761
yates,dianne,48,0.0980656271,0.1208833088,0.0330920005,0.0205668884,0.0175276515,0.03254749,0.0492771323,0.0559595374,0.0211686824,0.0219274786,0.0466647156,0.0539300788,0.0122163101,0.0087807114,0.0416706661,0.0209213171,0.0191820578,0.0160613964,0.0185223734,0.0221316193,0.0149532723,0.0188802587,0.0483201158,0.042140624,0.0409542188,0.0200629821,0.018785627,0.0157923131,0.0337477209,0.0152658165,0.001038171,47090
adams,amy,49,0.0111527383,0.0561140606,0.0361214169,0.0697618387,0.0790443715,0.0183854062,0.0510564625,0.0380443764,0.1034506072,0.0197485119,0.0138578947,0.0202924547,0.0215708382,0.006065744,0.0285400669,0.0392076803,0.0244255499,0.0199344681,0.0157626246,0.0181050504,0.0399651631,0.0355468037,0.0641420309,0.0270917008,0.0206184236,0.0138478179,0.0184764093,0.051998621,0.0193641791,0.0183066102,0.0025042654,113590
anderton,jim,49,0.0302208024,0.0275490513,0.019387433,0.0141964487,0.0911205592,0.0169910713,0.0156581331,0.0742414806,0.0723242195,0.0252970623,0.0156587083,0.0464886475,0.0145727078,0.0109989735,0.0444493287,0.0249776932,0.0367306602,0.0705083981,0.0293857253,0.0240180426,0.0237688493,0.0442609015,0.0500347048,0.013080864,0.036074032,0.024891765,0.0162835298,0.0218503261,0.0433043366,0.0216756629,0.0009948275,45124
ardern,jacinda,49,0.0147414012,0.0692317309,0.0735903312,0.0286039559,0.0248221678,0.0325792088,0.0447330501,0.0176256744,0.0340001453,0.0776166226,0.0358078522,0.0171315583,0.01379999,0.0065995587,0.0220680829,0.0752778879,0.0742752226,0.0256532561,0.0296512572,0.0132625711,0.0140052506,0.0367222317,0.0404643771,0.0601012924,0.0286379593,0.0137056731,0.012368659,0.0128668311,0.0240469562,0.0260092273,0.0032748797,148544
ardern,shane,49,0.0144293425,0.0604410126,0.0150678098,0.0173211024,0.0313398601,0.0179694306,0.0223996686,0.0303483829,0.0826792572,0.0169618322,0.0182862329,0.160755312,0.0303295896,0.0109828139,0.0288559573,0.0422421844,0.0375021673,0.0383124258,0.0241188783,0.0236551174,0.0187508149,0.0402987917,0.0534431337,0.0241419446,0.0326038811,0.0213207979,0.0231510972,0.0257542946,0.0234629602,0.0130740553,0.0009204646,41751
auchinvole,chris,49,0.0149151757,0.0554779961,0.020176513,0.0194495171,0.0351868205,0.0190654473,0.0970625763,0.0263597614,0.0460236965,0.0126858548,0.013246203,0.0258130128,0.0971861908,0.0104706787,0.0361509631,0.032874536,0.0111210715,0.0307481076,0.0592198806,0.0448565869,0.0331650766,0.0379121184,0.0526491275,0.0207133739,0.0349670446,0.0174089134,0.0310687942,0.0272104497,0.0246027018,0.0122117695,0.0012969312,58827
bakshi,kanwaljit,49,0.0339051694,0.0335174455,0.0786865365,0.0255739873,0.0175130783,0.0602166061,0.0953016782,0.0202493251,0.0335088234,0.0339656005,0.022414273,0.0256298343,0.0118093185,0.0093872966,0.0647154869,0.0143745484,0.0954269754,0.0380571432,0.0269321837,0.0189475804,0.0447048576,0.030330335,0.0135513716,0.021027477,0.018142526,0.0208041898,0.0246129609,0.0157346928,0.0199394869,0.0310193694,0.0005580638,25313
barker,rick,49,0.0152551104,0.0537428736,0.0635189565,0.0446372303,0.0194424808,0.0390434108,0.0298192449,0.022613693,0.0184633084,0.0164236184,0.011827138,0.0205782416,0.0141273505,0.0069801816,0.0287503605,0.0374352611,0.0756318361,0.0388922617,0.0234533892,0.0319585262,0.0234074241,0.0207808462,0.0498445119,0.060504567,0.0956737611,0.0176987733,0.0338462511,0.0400389796,0.022515161,0.0230953028,0.000943878,42813
beaumont,carol,49,0.0186736907,0.0588041268,0.0349819339,0.0267965108,0.025268074,0.024802398,0.0622068454,0.0181124189,0.0331440825,0.0345812547,0.0240871149,0.021489177,0.0124912887,0.0075922902,0.0196658173,0.0484939581,0.0377125842,0.033470075,0.0405552484,0.0296876743,0.0162851777,0.0303517626,0.0464487741,0.0499016573,0.0219573454,0.0144475763,0.0516750787,0.0262058415,0.0199851772,0.1101250445,0.0033693711,152830
bennett,david,49,0.0199522105,0.0479327586,0.014603911,0.0354822239,0.070925452,0.0153575775,0.0326350047,0.041611819,0.1470318393,0.0233858909,0.0181839722,0.0157507369,0.0132520375,0.0141438001,0.0309817799,0.051752397,0.0110611121,0.0282355827,0.0258265803,0.0198372614,0.0182983387,0.0254523556,0.0447070126,0.0241508671,0.0310382427,0.0155409859,0.0531376186,0.0429552812,0.0208504245,0.0459249794,0.0024500088,111129
bennett,paula,49,0.0171700503,0.0272107743,0.0195137275,0.0324276449,0.0347007739,0.0209078847,0.0327699859,0.02164053,0.0537623684,0.2188504231,0.0259506525,0.0084071663,0.0067926107,0.0068395347,0.0282777816,0.0208056087,0.0499259014,0.0116204688,0.036906303,0.014080471,0.0138049899,0.0481975916,0.0993016299,0.0153752016,0.0232023254,0.0193635936,0.01498899,0.0103655251,0.0245236506,0.042315638,0.0012359284,56060
blue,jackie,49,0.0240821381,0.0429487418,0.0174016623,0.0195210422,0.0359954263,0.0225828783,0.0558650891,0.0188285292,0.0663777538,0.0231897035,0.0156705953,0.0127821908,0.0117838379,0.0069317879,0.0220501024,0.0173863526,0.0270938429,0.078807641,0.0906657614,0.017558908,0.0171245298,0.0559593559,0.018671971,0.0248059067,0.0108351991,0.0916875684,0.0551253241,0.0273516236,0.0210202035,0.049894335,0.0013187793,59818
borrows,chester,49,0.0131434531,0.0656391027,0.0729817836,0.0207643875,0.0241374188,0.0287172897,0.0298553951,0.0406540251,0.0280920318,0.0680442068,0.021216916,0.0128284279,0.0099409042,0.0115319585,0.0299097635,0.0296242142,0.1577126871,0.0318292442,0.0211882288,0.020860105,0.0190747498,0.0327691381,0.0662235546,0.0270209753,0.029226848,0.0177825086,0.0152938777,0.0138560163,0.0211346326,0.0189461947,0.0019679173,89262
boscawen,john,49,0.0174217888,0.0498001376,0.0429759613,0.0334700526,0.0644252238,0.019333053,0.0229591028,0.0939073249,0.0249000008,0.0235741115,0.0197234408,0.019023389,0.0629847645,0.0231313319,0.0304566645,0.0278421881,0.0181119891,0.0221780443,0.0243699482,0.0144786974,0.0164333663,0.0502580614,0.0357485573,0.0333205739,0.0555729277,0.0110559212,0.0216477151,0.0575125179,0.041696808,0.0216862555,0.0036343705,164850
bradford,sue,49,0.0226738782,0.0501403772,0.039202616,0.0272195085,0.0246835686,0.0259779532,0.0402610276,0.0337997699,0.038069125,0.0807747148,0.0136573254,0.0094007043,0.0193702584,0.0153019378,0.0409059006,0.0675574282,0.0204827849,0.0124106351,0.0784025426,0.038715984,0.0080138868,0.037180373,0.0354640554,0.0249066071,0.0082834851,0.0223703231,0.0227910744,0.0166686947,0.0201568201,0.1051565419,0.0006877415,31195
bridges,simon,49,0.0190431116,0.0513059142,0.099600953,0.019092263,0.0385558533,0.0244359352,0.0284998306,0.0417042748,0.0251643935,0.0313291894,0.0187359287,0.0169913789,0.0106822093,0.0274038486,0.0401218779,0.0415920764,0.0862451136,0.0385190712,0.02757643,0.0163259858,0.0220740456,0.0243407614,0.0716678003,0.0282185553,0.0294817856,0.0142634827,0.0445090914,0.0168176248,0.0239966792,0.0217045069,0.0018286715,82946
brownlee,gerry,49,0.0187320151,0.0439182752,0.0268244075,0.0201951887,0.0304554605,0.0347612203,0.0582884018,0.0456533566,0.0369276349,0.013711727,0.0122549249,0.034058903,0.0707559051,0.0070478086,0.0376515321,0.0349746743,0.0125557385,0.0138296653,0.0351796809,0.0241248408,0.0386171569,0.0393500233,0.0617239701,0.037853926,0.0799248012,0.0121643166,0.0174875866,0.0326983082,0.0390982932,0.029180221,0.0018429356,83593
burns,brendon,49,0.0153376789,0.055288298,0.0189248237,0.0485659639,0.0647249451,0.0213995517,0.0355602591,0.0270915855,0.031484336,0.012269589,0.0383799172,0.0407641478,0.038183068,0.0074703454,0.0527870359,0.0304375142,0.0196343308,0.0246887725,0.0645252328,0.0216298148,0.0570079284,0.0323724028,0.0389600638,0.034519409,0.0221113518,0.0181795035,0.0281499547,0.0526694771,0.0302462017,0.0166364776,0.0035074706,159094
calder,cam,49,0.0211340639,0.0364761999,0.0198472318,0.020169159,0.0368100482,0.0202725938,0.0506359296,0.0313620595,0.0823031261,0.0192713959,0.0232916062,0.0252524904,0.0518187296,0.0157626995,0.0683528698,0.0231193419,0.0682604883,0.0238062926,0.0696223624,0.0407016284,0.0455368731,0.0368258443,0.0217882829,0.0202804521,0.0280560164,0.0205854529,0.0224149685,0.0166510302,0.0235486809,0.0160419159,0.0007841731,35569
calvert,hilary,49,0.0183985178,0.0316385294,0.1223916509,0.0153645934,0.0267363142,0.0116067123,0.0420172047,0.0269064163,0.0359268234,0.038351737,0.0378579938,0.0185651441,0.0605070471,0.0366215824,0.0447607323,0.026318641,0.0138503157,0.0154787713,0.0204465183,0.02897502,0.0135123441,0.0271423812,0.0267827507,0.0893021228,0.0444746164,0.017418273,0.0145483784,0.0402719472,0.0287115369,0.0251158197,0.000314626,14271
carter,chris,49,0.0704604357,0.0291747965,0.008845542,0.0120036901,0.0342753673,0.0178572919,0.021402056,0.0452415665,0.0267512809,0.0192006944,0.1767630703,0.0451946116,0.0542024781,0.0145225867,0.0624584906,0.0178084276,0.0136428835,0.0182034113,0.0418759402,0.0299737598,0.0152408315,0.0292377846,0.0438983686,0.0109793372,0.0286966816,0.018409573,0.0127289101,0.0148277149,0.0506172241,0.0155051774,0.0008526275,38674
carter,david,49,0.0123175366,0.0304836031,0.0166083476,0.0332729519,0.0745426326,0.0314839935,0.0816303891,0.0382525343,0.0687759682,0.0144891101,0.0135853844,0.1346257786,0.0314398353,0.0058486963,0.0323370246,0.0247743365,0.024112591,0.0303872698,0.0114942109,0.0159025275,0.0255713057,0.044649578,0.0371360086,0.0226396197,0.0235092231,0.0221676137,0.0205815982,0.0184928295,0.0451938246,0.0136939272,0.0006233215,28273
carter,john,49,0.021516492,0.0867805482,0.0182601625,0.0188919379,0.0201273944,0.0291286224,0.0472653056,0.0483582321,0.022157089,0.0192875304,0.0154719666,0.0285380242,0.0090128081,0.0061987069,0.0390443522,0.0311101473,0.0071576299,0.008876456,0.2023332648,0.0132949567,0.0219346613,0.0187992658,0.0945184926,0.0225785586,0.0470712657,0.0140147756,0.0157258845,0.0152314291,0.044771602,0.0125423742,0.0012222596,55440
chadwick,steve,49,0.014247513,0.0696490177,0.0212811268,0.0118690646,0.02736861,0.0513194239,0.0291797105,0.0414574321,0.0287066771,0.0342801664,0.0336634641,0.0191832777,0.0421874916,0.025765251,0.0392081466,0.0283452504,0.0174971985,0.0565161856,0.0736607651,0.0195387129,0.0176976279,0.0172316127,0.0724201162,0.036113272,0.0208365339,0.0477048599,0.0208565266,0.0165672049,0.0341751343,0.0314725513,0.0015897973,72111
chauvel,charles,49,0.0183845496,0.0817495373,0.1261740241,0.023340685,0.0201185421,0.0471900916,0.0741963159,0.0298858876,0.0234613329,0.0122830872,0.0120028796,0.019730674,0.0664001583,0.0078748318,0.0216394933,0.0390091095,0.0301234795,0.016586695,0.0179557696,0.0141708618,0.0193574819,0.0299694656,0.0372024094,0.052021787,0.0315265601,0.0112222558,0.0121534923,0.0384641715,0.0431733553,0.0226310306,0.0039361874,178540
choudhary,ashraf,49,0.0308512798,0.0725090581,0.0135080754,0.0169176132,0.0144020747,0.0152663137,0.0325040413,0.0224001443,0.0246914457,0.0170772901,0.0370305927,0.2059427772,0.0375984838,0.0097876525,0.0454341047,0.0386133074,0.0178989937,0.0701218499,0.0279385023,0.0160037753,0.0223819276,0.0261912149,0.0498791434,0.0250251892,0.0189988639,0.0195655511,0.0205127801,0.0150418965,0.0215762202,0.0143299408,0.0006106006,27696
clark,helen,49,0.1170751547,0.0089413609,0.0198483938,0.0033769699,0.006882802,0.0318685995,0.0051014297,0.0993183434,0.0369324045,0.0331495598,0.0372666776,0.0084978618,0.0260270214,0.0364321665,0.2917000216,0.0284765932,0.0116681189,0.0056587538,0.020682905,0.0097202417,0.006882802,0.0253573461,0.0077190152,0.0078281873,0.0053246542,0.017734397,0.0291418398,0.0105549453,0.0309276396,0.01990383,0.0001329185,6029
clendon,david,49,0.0166452829,0.031603683,0.0426291996,0.0191242477,0.0166957573,0.0319378896,0.0732319518,0.014704767,0.0408608087,0.0231587362,0.023004346,0.0183570939,0.0594863677,0.0537551252,0.0403647624,0.1238979948,0.0546697041,0.022209984,0.0388412297,0.0149187267,0.0151144256,0.0352447251,0.0206204892,0.0265112303,0.0218974401,0.0134121375,0.0184839704,0.0444278485,0.0237253537,0.0204646674,0.0018455591,83712
coleman,jonathan,49,0.0372282992,0.019581219,0.0171676481,0.0307175796,0.0517632452,0.029656671,0.0590064722,0.0691612048,0.067498855,0.0143692642,0.0728040743,0.0414020747,0.0110780941,0.0079680038,0.0192218312,0.0241326552,0.0094968995,0.0390827106,0.0171850559,0.0151640796,0.0113061977,0.0304637007,0.0831956817,0.0228077911,0.0275907409,0.0711856725,0.017009824,0.0218305979,0.044427937,0.0164961238,0.0009771022,44320
collins,judith,49,0.0144980341,0.0299364805,0.0370593992,0.0169722264,0.0369263466,0.0423876135,0.0548871524,0.0319118565,0.0312277896,0.0220556827,0.0184122758,0.0107767769,0.0085521011,0.0071512748,0.0230720462,0.0158060776,0.2159047315,0.0222191809,0.0161229957,0.0170479931,0.0206302227,0.0368611446,0.0787309012,0.0192242248,0.0278175267,0.0245730933,0.0341071818,0.0227917963,0.040916059,0.0214198257,0.0013492916,61202
cosgrove,clayton,49,0.014892645,0.0473239486,0.0336247807,0.0190684531,0.0530514482,0.0285179194,0.0199501584,0.0560116014,0.0245124149,0.0181098179,0.0181073532,0.0098481407,0.010746542,0.0070419521,0.0328363455,0.0276398963,0.0981318372,0.0169625574,0.0214866253,0.0182208034,0.021318635,0.0228179141,0.1188135174,0.030437852,0.0706216721,0.0135446408,0.0266240001,0.0348583061,0.0667606249,0.0181175858,0.0049362181,223900
cullen,michael,49,0.0173626843,0.0290608579,0.0311434102,0.0295617387,0.1696728167,0.015924491,0.0178219715,0.0560758388,0.0579660802,0.0209346477,0.0158902943,0.0158474881,0.0348868596,0.0143803357,0.0495162242,0.0518586449,0.0355351439,0.0185296761,0.009259954,0.0178679312,0.0094185439,0.0442580974,0.0730307503,0.0222876942,0.0275013238,0.0105827904,0.0160443373,0.0186822378,0.031053202,0.0380438897,0.0008041692,36476
cunliffe,david,49,0.0150846022,0.0402025161,0.0181620937,0.043315689,0.1543597235,0.0228541276,0.0286194814,0.0404574876,0.0627792542,0.0144604657,0.0125542187,0.0157637383,0.0174442523,0.0073639508,0.0283381729,0.0335389373,0.009288341,0.0128815266,0.0248280056,0.0188031227,0.0149368387,0.0434960666,0.0494002819,0.0363384936,0.0491627186,0.0106898494,0.0150812773,0.0808110661,0.0582363967,0.0207473074,0.0057611551,261318
curran,clare,49,0.0159657803,0.0592667093,0.0281410656,0.0242815249,0.0262206889,0.0644425621,0.0888678391,0.0246137151,0.0805154534,0.0147733843,0.0311080611,0.0313864587,0.0148175087,0.0069793966,0.0282839295,0.0457634922,0.0139345592,0.016671563,0.0242315634,0.022832762,0.0125485477,0.0273026745,0.0315725011,0.0305617098,0.0241440331,0.0144251535,0.0290649507,0.1152771582,0.026722977,0.0252822727,0.0019226558,87209
dalziel,lianne,49,0.0196874376,0.0720072146,0.0719666217,0.0273500353,0.0218832203,0.0376885666,0.075418518,0.039929248,0.0241617779,0.0230462929,0.0179605201,0.0139999751,0.0124139154,0.007336414,0.0276630583,0.0494192438,0.0475731208,0.0238583993,0.0202758114,0.01539217,0.0276519127,0.026047364,0.0528833143,0.0449855795,0.0241611379,0.0142905536,0.0127593502,0.0671594579,0.0540253244,0.0270044741,0.0051046094,231538
davis,kelvin,49,0.0157781881,0.0273790867,0.018085507,0.022401179,0.0191310878,0.0126944311,0.0268730038,0.0222637785,0.0289476496,0.025893704,0.1140074161,0.0340827986,0.0295584503,0.1476821815,0.0529481968,0.0303540968,0.0309825404,0.0382196294,0.0389549596,0.0166011766,0.0114548171,0.0201605995,0.0650397173,0.0358403398,0.0189540965,0.0143398565,0.0255614573,0.0132438451,0.017688981,0.0248772064,0.0023957964,108670
dean,jacqui,49,0.0273273869,0.0579520219,0.0207999746,0.0228999304,0.0414978462,0.0337074676,0.0531662442,0.0276902489,0.0591018592,0.0155937086,0.0276988491,0.0651910632,0.0429466649,0.0072827165,0.0508710479,0.0251734595,0.0272074292,0.0162110991,0.0701872876,0.0244569104,0.0292115895,0.0355465499,0.0343177246,0.0354919548,0.0295320236,0.0300492804,0.020926468,0.0224579352,0.0247576804,0.0207458189,0.0011506965,52194
delahunty,catherine,49,0.029387553,0.0415399718,0.0215528526,0.0322665532,0.0245520325,0.0197845248,0.0304543338,0.0254193415,0.0196991363,0.0684022299,0.0967858361,0.0176434278,0.0520600131,0.0781766358,0.04609299,0.0679442612,0.0138507565,0.0271064505,0.0421515831,0.0166061921,0.0119634907,0.0212482924,0.0429578474,0.0239747912,0.0228981135,0.016376852,0.0163767223,0.0147942138,0.0216114532,0.0363215786,0.0019107286,86668
douglas,roger,49,0.0266841661,0.0158310403,0.0160636725,0.0370695714,0.1402522646,0.0146135925,0.0210741893,0.0425135575,0.0538666399,0.0450032232,0.0508913858,0.0301047341,0.0143715301,0.0085234952,0.0353101879,0.0525059015,0.0117632512,0.0183978091,0.0179083843,0.0217450935,0.0123266234,0.0733078831,0.0416911672,0.0171732327,0.0310492575,0.0298657268,0.0133261605,0.0370336154,0.0212424517,0.0484901119,0.0011540035,52344
dunne,peter,49,0.031035723,0.0417262122,0.0210001535,0.172756789,0.0659574506,0.0200636578,0.0685951702,0.0187727273,0.0272853697,0.0217979735,0.0139239584,0.0142716141,0.0125272527,0.0068958217,0.0602312663,0.0564852964,0.0125505412,0.0405860658,0.0130424939,0.0138730624,0.0227843823,0.046096874,0.0291332978,0.0333608529,0.0361216498,0.0160311444,0.0127837173,0.0280341722,0.026053067,0.0162222004,0.0021286586,96553
dyson,ruth,49,0.0126760479,0.0727613477,0.0175142788,0.0205655899,0.0541872294,0.0231421549,0.020620952,0.0393987893,0.0204836612,0.0330815128,0.0144241986,0.0093902676,0.0165741574,0.0059337546,0.0355239653,0.0255140262,0.0163106715,0.0358630693,0.044402411,0.0165250214,0.0311212609,0.0281305823,0.0492436357,0.0304566395,0.0362392916,0.1293861914,0.0173110677,0.0150576317,0.0734156714,0.0547449939,0.0027284343,123758
faafoi,kris,49,0.019765616,0.0414208401,0.0169572664,0.0306243242,0.0511108244,0.0150487155,0.0227252093,0.0207952554,0.0366109352,0.0340995456,0.0637099052,0.014915077,0.0126439613,0.0149044164,0.058127491,0.0317223052,0.016455208,0.1266342582,0.0333291536,0.0166891115,0.0397723479,0.0300097941,0.057915405,0.0418001528,0.021985289,0.0294166371,0.0408296385,0.019991508,0.0181900351,0.0217998493,0.0009117783,41357
fenton,darien,49,0.021472488,0.0567637516,0.0163571737,0.0206766148,0.0375700497,0.0243187659,0.0319407506,0.0327317165,0.0293095473,0.0232496014,0.0161552917,0.0142064197,0.0107931096,0.007416994,0.0223928592,0.0231270943,0.021867784,0.0418982679,0.0436425321,0.017803928,0.0156912424,0.0263093815,0.0583894859,0.0371222108,0.0253357066,0.0191906329,0.0728362316,0.0131549631,0.0319141633,0.1863611943,0.003248005,147325
finlayson,christopher,49,0.0222620275,0.0480656742,0.121788315,0.01147498,0.0146625485,0.0554327651,0.085128165,0.0418878454,0.0215759717,0.0097828293,0.0127841148,0.025453839,0.0249705872,0.1363028705,0.0488620506,0.0263890402,0.0244226734,0.0097319793,0.022717348,0.0120389708,0.0163180915,0.0229433381,0.0223187936,0.0450811068,0.0283255514,0.0133835059,0.0111328325,0.0127952836,0.0317318085,0.020235104,0.0014548064,65988
fitzsimons,jeanette,49,0.0205838657,0.0420356706,0.0292648704,0.0210553428,0.0282989845,0.0176472795,0.0346294519,0.0277128865,0.0365943123,0.0164906809,0.0136273386,0.0339117707,0.2160123908,0.0071285046,0.0315618638,0.0344778881,0.0154676851,0.0269894372,0.0220936021,0.0381603768,0.0099275644,0.0562966912,0.0440722663,0.0347942618,0.0128149138,0.0101537189,0.0517709806,0.0251034695,0.0306354746,0.0106864579,0.0009951363,45138
flavell,te,49,0.018412947,0.0267825773,0.0259397487,0.0187765639,0.010079352,0.019464206,0.0424128242,0.0193657345,0.0149366981,0.0224736199,0.0274983442,0.0138035805,0.016966815,0.3995753212,0.0318045545,0.0420280604,0.0278216296,0.0243689313,0.0260887151,0.0123705787,0.0108282277,0.0211431675,0.0197942737,0.0184667707,0.0159503306,0.0125537255,0.0134094444,0.0162548301,0.0156558885,0.0149725082,0.0050931451,231018
foss,craig,49,0.0145455494,0.0836043453,0.0120494049,0.0583236741,0.1518426544,0.0234777923,0.0249569887,0.03215709,0.064381684,0.0102872344,0.0118434071,0.0224032209,0.0185175609,0.00751263,0.025945755,0.0232417361,0.0105101254,0.0124480395,0.0104594127,0.0158067155,0.0182246696,0.0571273028,0.0627852283,0.0254004918,0.0445433688,0.0137699991,0.0141311786,0.0709311673,0.0435196411,0.0152520306,0.002483784,112661
garrett,david,49,0.0223553926,0.0366896942,0.0604632572,0.0181219793,0.0143908862,0.0193465447,0.0190894842,0.0436774478,0.0132995067,0.0310077281,0.0155242258,0.0130899377,0.0319947649,0.0255077719,0.0503147742,0.0421651448,0.1367617553,0.030891304,0.0169790219,0.0237847665,0.0158852794,0.0333991592,0.0870994384,0.032868694,0.0520630032,0.0138428349,0.0206160371,0.0145537147,0.0325610994,0.0316553137,0.0022946248,104081
gilmore,aaron,49,0.0146043444,0.0383572389,0.0109298657,0.0474146677,0.0667647781,0.0179627115,0.0275874502,0.0287588161,0.0661404891,0.0245372273,0.0473924554,0.0173349015,0.0242978939,0.0165902364,0.0521922828,0.0243115103,0.0192899816,0.0235795588,0.0227507506,0.0215530577,0.0374832848,0.0381662768,0.1088208347,0.0170694075,0.0286805394,0.0128862503,0.0252624827,0.0747492555,0.021029194,0.0235021762,0.0017191664,77979
goff,phil,49,0.0322436583,0.0238105604,0.020887777,0.016014036,0.116412923,0.021855606,0.013789204,0.0553317881,0.0536239004,0.0253281952,0.0160955441,0.0157656139,0.0148415099,0.0089558221,0.0297154573,0.0160690054,0.0195805085,0.0085742809,0.0215469031,0.0219380119,0.0140311434,0.044671192,0.0364272076,0.0145801231,0.0937776935,0.0111712614,0.0132550002,0.0314690818,0.1580071279,0.030229856,0.0037681929,170920
goodhew,jo,49,0.0202984734,0.0357668845,0.0152187502,0.0376461239,0.0674861995,0.022040302,0.051596658,0.0336810784,0.0756361638,0.0469643057,0.0712801802,0.0234892772,0.0252759637,0.0111767789,0.0507830708,0.0181369856,0.0102255071,0.0244551579,0.026488221,0.0208197075,0.0232902153,0.0355127055,0.0518295492,0.0200631452,0.0261482504,0.0602754348,0.0149650679,0.0330570126,0.0223382109,0.0240547464,0.0009499188,43087
